SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SGBAPR28I,GB,11970,12249,11840,12111,12166,11800,122,1471504.39,05-Sep-2025,34,IN0020200062
SGBMAY28,GB,11548,11679,11520,11676.68,11679,11547.81,280,3250196.58,05-Sep-2025,62,IN0020200088
SGBJUL28IV,GB,11475,11660,11475,11646.05,11660,11502.74,341,3963500.46,05-Sep-2025,83,IN0020200146
SGBFEB28IX,GB,11525,11891,11525,11891,11891,11500,8,94762.00,05-Sep-2025,4,IN0020190545
SGBAUG28V,GB,11655,11900,11655,11868.01,11825.01,11592.69,1465,17262075.82,05-Sep-2025,216,IN0020200161
SGBSEP28VI,GB,11187.99,11699,11187.99,11677.4,11699,11561.5,696,8078991.09,05-Sep-2025,118,IN0020200195
SGBOC28VII,GB,11650,11793,11650,11788.5,11793,11527.35,160,1869751.21,05-Sep-2025,32,IN0020200203
SGBJ28VIII,GB,11600,11799.99,11560.1,11650,11650,11569.99,28,327125.32,05-Sep-2025,10,IN0020190537
SGBJUL29IV,GB,11500,11797.99,11500,11776.15,11797.99,11572.28,421,4924202.62,05-Sep-2025,79,IN0020210111
SGBJAN29IX,GB,11556,11799.99,11536,11675.64,11650,11556.65,188,2189413.99,05-Sep-2025,75,IN0020200377
SGBAUG29V,GB,12500,12900,12500,12687.61,12725,12336.52,346,4380925.69,05-Sep-2025,110,IN0020210129
SGBD29VIII,GB,11949,12019.99,11900,12003.87,12010,11789.91,323,3866998.58,05-Sep-2025,79,IN0020210228
SGBJAN29X,GB,11599,11995,11515,11691.84,11680,11514.74,163,1905754.59,05-Sep-2025,51,IN0020200385
SGBFEB29XI,GB,11700.21,11909.25,11698,11852.42,11800,11682.5,110,1294243.43,05-Sep-2025,34,IN0020200393
SGBMR29XII,GB,11550,11740,11550,11739.71,11739.99,11593.09,399,4651520.36,05-Sep-2025,89,IN0020200427
SGBJUN30,GB,11852.95,12150,11852.95,12097.1,12150,11852.95,439,5269234.08,05-Sep-2025,86,IN0020220045
SGBAUG30,GB,12549,12900,12296.91,12680.71,12690,12421.21,476,6023974.24,05-Sep-2025,71,IN0020220078
SGBDE30III,GB,12699,13249.98,12500,13025.95,13074.99,12453.36,492,6400102.00,05-Sep-2025,149,IN0020220110
SGBJAN30IX,GB,11949.85,12199.99,11736.01,12082.13,12199.99,11849.85,703,8366181.19,05-Sep-2025,127,IN0020210236
SGBMAR30X,GB,11880,12049,11880,11987.23,12039,11811.08,167,1993757.41,05-Sep-2025,54,IN0020210319
SGBJUN31I,GB,12844.04,12900,12475,12886.48,12889,12530.78,1248,15923292.52,05-Sep-2025,280,IN0020230069
SGBSEP31II,GB,12999,13150.98,12902.02,13085.32,13131,12845.65,2421,31573039.04,05-Sep-2025,399,IN0020230093
SGBDE31III,GB,12950,13349,12900,13267.12,13300,12858.31,2031,26615800.28,05-Sep-2025,465,IN0020230168
SGBMAR31IV,GB,12651.01,13370,12651.01,13084.25,13005,12584.56,383,4982950.67,05-Sep-2025,79,IN0020220169
SGBFEB32IV,GB,13749,14250,13673.4,14017.9,14198,13570.02,3614,50149397.04,05-Sep-2025,798,IN0020230184
20MICRONS,EQ,235.6,235.94,229.5,231.41,232,233.27,102139,23646061.72,05-Sep-2025,2759,INE144J01027
21STCENMGM,EQ,52.37,54.23,52.36,52.57,53.78,53.37,1595,84439.30,05-Sep-2025,108,INE253B01015
360ONE,EQ,1035,1052,1028.9,1037.6,1039,1032.8,311880,323814300.30,05-Sep-2025,12894,INE466L01038
GOLD360,EQ,104.6,105.3,103.55,105.15,105.15,104.6,4307,452582.90,05-Sep-2025,112,INF579M01BB5
SILVER360,EQ,121.98,125.5,121.98,122.72,122.49,122.59,20162,2482612.07,05-Sep-2025,129,INF579M01BC3
3IINFOLTD,EQ,23.19,23.5,22.9,23.21,23.3,23.07,169134,3908163.15,05-Sep-2025,1006,INE748C01038
3MINDIA,EQ,30500,30680,30010,30385,30395,30455,3107,94211190.00,05-Sep-2025,1210,INE470A01017
3PLAND,EQ,46.09,46.09,44.82,45.03,45.03,45.87,4421,199980.60,05-Sep-2025,126,INE105C01023
5PAISA,EQ,360.75,366.4,360,362.55,362.5,360.75,7961,2888984.90,05-Sep-2025,1312,INE618L01018
63MOONS,EQ,915.3,935,909.2,923.4,922.7,916.5,99380,91657170.50,05-Sep-2025,6901,INE111B01023
736PFCL28,N2,1083,1083,1083,1083,1083,1083,100,108300.00,05-Sep-2025,1,INE134E07349
751HUDCO28,N5,1085,1085,1085,1085,1085,1085,1,1085.00,05-Sep-2025,1,INE031A07865
760PFCL35,N3,1216,1216,1216,1216,1216,1215,3,3648.00,05-Sep-2025,1,INE134E07588
764NABAR31,N2,1125,1130,1121.1,1122.24,1124,1127,2517,2826214.75,05-Sep-2025,24,INE261F07032
764HUDCO31,N8,1139,1139,1139,1139,1139,1133.3,1,1139.00,05-Sep-2025,1,INE031A07AO5
769HUDCO31,N9,1145,1145,1145,1145,1145,1142.27,250,286250.00,05-Sep-2025,3,INE031A07AT4
812REC27,NI,1048.06,1048.06,1048.06,1048.06,1048.06,1048,4,4192.24,05-Sep-2025,1,INE020B07GH7
82HUDCO27,N2,1074.8,1074.8,1074.8,1074.8,1074.8,1074.8,10,10748.00,05-Sep-2025,1,INE031A07840
830PFCL27,N5,1113,1113.5,1113,1113.5,1113.5,1110.23,3,3340.00,05-Sep-2025,2,INE134E07208
872MMFSL26,N1,1015,1020,1015,1016,1016,1015,587,596475.50,05-Sep-2025,7,INE774D08LU6
875NHAI29,N6,1151.25,1151.25,1146,1147.98,1148,1150.61,4963,5700256.73,05-Sep-2025,75,INE906B07DF8
876HUDCO28,ND,1162,1162,1160.01,1160.01,1160.01,1160.01,61,70850.16,05-Sep-2025,6,INE031A07949
879NHPC28,N5,1117.25,1129.99,1117.25,1122.1,1122.1,1115.69,1600,1792942.00,05-Sep-2025,9,INE848E07559
892NHPC33,N6,1284.99,1290,1282,1288.44,1289,1299.9,1276,1642709.56,05-Sep-2025,11,INE848E07567
892PFCL33,N8,1289.5,1308.99,1288.05,1308.59,1308.99,1289,1075,1399713.00,05-Sep-2025,40,INE134E07463
9MMFSML,N2,1026,1027,1026,1027,1027,1024,69,70813.00,05-Sep-2025,2,INE774D08MA6
901HUDCO34,NE,1292,1329,1292,1305,1305,1295,145,191762.00,05-Sep-2025,4,INE031A07AB2
ABCOTS,SM,415.5,418.5,404,411.95,411.95,408.95,3500,1450362.50,05-Sep-2025,8,INE08PH01015
ABINFRA,BE,217.01,224,217,219.7,220,216.98,32645,7169091.68,05-Sep-2025,350,INE00YB01017
AGUL,SM,66,68,63.05,67,68,64.95,24000,1581900.00,05-Sep-2025,11,INE0O6N01012
A2ZINFRA,BE,20.72,20.72,20.72,20.72,20.72,21.15,25502,528401.44,05-Sep-2025,61,INE619I01012
AAATECH,EQ,79.89,79.89,78.5,79.19,78.51,78.82,7119,563321.30,05-Sep-2025,304,INE0D0U01013
AADHARHFC,EQ,507.5,520.45,507,513.55,511.2,506.5,291208,149707904.20,05-Sep-2025,9356,INE883F01010
AAKAAR,SM,87.55,94,86.55,92.55,92.55,87.5,38400,3527200.00,05-Sep-2025,23,INE1GYP01013
AAKASH,BE,10.01,10.37,10.01,10.23,10.26,10.2,80151,815225.70,05-Sep-2025,260,INE087Z01024
AARADHYA,SM,117,117,112.1,112.2,112.1,116.95,4800,544320.00,05-Sep-2025,4,INE124401014
AAREYDRUGS,BE,70.1,71.5,68,69.31,68.06,68.76,15956,1106089.25,05-Sep-2025,163,INE198H01019
AARON,EQ,213.36,215.7,202.34,204.59,205.4,213.36,42455,8760959.14,05-Sep-2025,1943,INE721Z01010
AARTECH,EQ,58.5,58.5,56.24,58.08,58.1,58.15,37012,2129502.89,05-Sep-2025,728,INE01C001026
AARTIDRUGS,EQ,481.4,484.9,470,471.15,472.8,474.35,178829,85062585.10,05-Sep-2025,9250,INE767A01016
AARTIIND,EQ,382.1,382.75,375.05,376.55,377.7,380.8,478146,180900568.55,05-Sep-2025,12734,INE769A01020
AARTIPHARM,EQ,881.05,897.1,876.2,882.65,880,881.2,185973,164961813.55,05-Sep-2025,14801,INE0LRU01027
AARTISURF,BE,480,488.95,480,483.15,481.05,476.05,3803,1842793.45,05-Sep-2025,127,INE09EO01013
AARTISURF,P1,150,150,150,150,150,171,130,19500.00,05-Sep-2025,2,INE09EO04017
AARVEEDEN,BE,183.99,183.99,171,175.8,176.99,179.1,27371,4797815.87,05-Sep-2025,158,INE273D01019
AARVI,EQ,124.97,126.5,121.95,123.22,123.01,124.97,15068,1861454.71,05-Sep-2025,786,INE754X01016
AATMAJ,SM,20.5,20.5,20.5,20.5,20.5,20.75,4000,82000.00,05-Sep-2025,2,INE0OB201016
AAVAS,EQ,1575.6,1602.3,1560.6,1591.2,1592,1574.2,328260,521145532.00,05-Sep-2025,27198,INE216P01012
ABAN,BE,44.98,45.88,43.9,45.34,45.75,44.96,26219,1173966.15,05-Sep-2025,242,INE421A01028
AFSL,EQ,227.25,228.72,218,219.31,219,225.75,46198,10247177.43,05-Sep-2025,4282,INE00ZE01026
ABB,EQ,5162.8,5185.2,5070,5117.4,5129,5162.8,259197,1325486099.80,05-Sep-2025,30095,INE117A01022
ABBOTINDIA,EQ,32385,32385,31030,31150,31220,32175,19273,602786590.00,05-Sep-2025,7854,INE358A01014
ABCL26,N3,1162,1162,1162,1162,1162,1162,1,1162.00,05-Sep-2025,1,INE860H07IR8
ABHAPOWER,ST,43,43,42.9,42.95,43,44.75,8000,343840.00,05-Sep-2025,5,INE0UYG01015
AILIMITED,SM,43.9,43.9,43.9,43.9,43.9,43,3000,131700.00,05-Sep-2025,1,INE0CAJ01017
ABMINTLLTD,BE,47.25,47.25,45.9,45.9,45.9,47.25,159,7471.53,05-Sep-2025,20,INE251C01025
ABSMARINE,SM,181,202.65,181,197.75,198.95,183.1,50000,9777975.00,05-Sep-2025,97,INE0QRV01016
ACC,EQ,1845.7,1846.1,1818.8,1829,1829.6,1840.4,143993,263604047.70,05-Sep-2025,11565,INE012A01025
ACCELYA,EQ,1406,1418.9,1390.2,1400.9,1404,1405,11568,16197508.20,05-Sep-2025,1491,INE793A01012
ACCENTMIC,ST,286.75,286.75,278.5,279,280,283.9,9500,2657225.00,05-Sep-2025,16,INE0Q5D01013
ACCPL,SM,62.5,63.15,62,62,62,63,4800,300780.00,05-Sep-2025,4,INE0T8T01010
ACCURACY,EQ,6.9,7.2,6.9,6.95,7,6.94,160904,1127838.81,05-Sep-2025,402,INE648Z01023
ACEINTEG,EQ,23.69,24.39,23.5,23.93,24.18,23.8,1734,41397.67,05-Sep-2025,49,INE543V01017
ACMESOLAR,EQ,294.9,300,291.8,296.3,295.6,294.7,774778,229323629.05,05-Sep-2025,14739,INE622W01025
ACE,EQ,1074,1079.9,1040,1056.6,1063,1072.2,411285,434129981.90,05-Sep-2025,41098,INE731H01025
ACUTAAS,EQ,1435,1498,1412,1474.6,1482,1424.6,644563,949526840.50,05-Sep-2025,54818,INE00FF01025
ADANIENSOL,EQ,759,761.45,744.9,755.95,757.5,758.35,880798,662514926.70,05-Sep-2025,31204,INE931S01010
ADANIENT,EQ,2275,2293.5,2248,2281.4,2282.5,2278.8,443010,1007321887.50,05-Sep-2025,28096,INE423A01024
ADANIGREEN,EQ,932.05,935,916.25,929.35,930,929.15,847676,785340427.05,05-Sep-2025,27288,INE364U01010
ADANIPORTS,EQ,1330,1335.7,1312.8,1321.8,1321.1,1328.2,1135666,1503171150.10,05-Sep-2025,33571,INE742F01042
ADANIPOWER,EQ,607.95,614.4,602,609.7,610.3,608.7,1994479,1212686976.55,05-Sep-2025,35387,INE814H01011
ATGL,EQ,597.25,599.75,588.2,590.4,591.7,596.05,268110,158703775.90,05-Sep-2025,12951,INE399L01023
LAWSIKHO,SM,145.1,149,145,145.45,146.5,145.1,20500,2984025.00,05-Sep-2025,22,INE0RDH01021
ADFFOODS,EQ,239,247.36,235.94,239.49,238.1,238.22,349145,84551402.13,05-Sep-2025,16189,INE982B01027
ABSLAMC,EQ,832.8,844.7,825.25,828.15,830,827.35,97752,81438296.45,05-Sep-2025,9167,INE404A01024
ABCAPITAL,EQ,276,285.3,275.9,281.1,281.05,277.55,5029052,1418855259.75,05-Sep-2025,51821,INE674K01013
ABFRL,EQ,83.33,86.5,82.82,85.92,86,82.88,12534935,1066070951.93,05-Sep-2025,42616,INE647O01011
ABLBL,EQ,142.09,143.39,139.98,141.6,141.89,142.01,836340,118339494.08,05-Sep-2025,14750,INE14LE01019
BIRLAMONEY,EQ,178.22,179.95,175.98,178.02,178.8,177.51,44201,7851426.96,05-Sep-2025,1217,INE865C01022
ABREL,EQ,1817.3,1841.8,1785.8,1802.4,1802,1817.3,41084,74309867.90,05-Sep-2025,5570,INE055A01016
CPPLUS,EQ,1389.9,1401.6,1356.3,1368.2,1358,1386.5,199086,274990667.60,05-Sep-2025,13909,INE819V01029
AVL,EQ,504,529.45,493.45,503,502.7,517.1,4017799,2046630379.85,05-Sep-2025,104822,INE679V01027
BSLGOLDETF,EQ,92.49,94.87,92.49,94.2,94.2,93.65,273502,25785032.37,05-Sep-2025,1200,INF209KB18D3
BSLNIFTY,EQ,28.4,29.1,28.4,28.71,28.85,28.7,170979,4913740.38,05-Sep-2025,3756,INF209KB19D1
ADOR,EQ,946.5,960,945,955.4,960,946.5,4837,4600785.50,05-Sep-2025,801,INE045A01017
ADROITINFO,EQ,10.46,11.35,10.46,10.62,10.69,10.51,22506,239234.75,05-Sep-2025,164,INE737B01033
ADVENZYMES,EQ,342.8,342.95,338,340.2,340.65,342.05,265649,90504007.10,05-Sep-2025,10780,INE837H01020
ADVANIHOTR,EQ,60,60.93,59.65,60.13,60.5,60.18,60234,3633201.17,05-Sep-2025,1587,INE199C01026
AEGISLOG,EQ,698.6,711,698.55,707.35,707.05,698.6,146462,103350387.85,05-Sep-2025,9360,INE208C01025
AEGISVOPAK,EQ,241.5,243.64,236,237.05,237.5,241.19,369422,88256734.45,05-Sep-2025,31101,INE0INX01018
AEL17725,NA,1004,1004,1004,1004,1004,1004,82,82328.00,05-Sep-2025,2,INE423A07401
AEL170725A,NG,1000,1000,1000,1000,1000,1000,9,9000.00,05-Sep-2025,4,INE423A07468
885AEL28,NB,1008,1008,1008,1008,1008,1000,10,10080.00,05-Sep-2025,2,INE423A07427
895AEL27,N9,1001.01,1001.01,1001,1001,1001,996.05,41,41041.20,05-Sep-2025,2,INE423A07450
915AEL28,NC,1010,1010,1009,1009,1009,1009,533,537847.00,05-Sep-2025,7,INE423A07435
930AEL30,NF,1008,1012,1008,1009.67,1009.1,1008,44,44406.10,05-Sep-2025,7,INE423A07393
AEROENTER,EQ,87.4,87.56,86,86.66,86.64,87.02,100774,8738770.31,05-Sep-2025,1635,INE065D01027
AEROFLEX,EQ,176.96,180.69,175.6,178.32,178.5,176.1,431084,76776491.61,05-Sep-2025,11875,INE024001021
AERONEU,BE,110.02,114.8,108.55,111.1,114.8,110.57,3190,352893.30,05-Sep-2025,66,INE035801013
AERON,SM,122.45,123.75,116.95,117.8,118,121.05,60000,7137500.00,05-Sep-2025,49,INE0WL801011
AESTHETIK,ST,119,119,115,115.4,116,120,12000,1398400.00,05-Sep-2025,5,INE0TSF01011
AETHER,EQ,746,750.35,737.6,741.55,740.9,745.5,29383,21809361.40,05-Sep-2025,4262,INE0BWX01014
AFCONS,EQ,438.05,443.2,435.4,439,439,439.15,835299,367506671.05,05-Sep-2025,12255,INE101I01011
AFFLE,EQ,1913.9,1939.9,1903,1929.4,1931,1906.5,334716,643360713.00,05-Sep-2025,16945,INE00WC01027
AFFORDABLE,EQ,274.6,274.6,263.35,264.45,265,270.95,33527,8904914.05,05-Sep-2025,1473,INE692Z01013
AGARWALFT,SM,71.25,71.25,67.15,68.75,69.5,69.45,45000,3086550.00,05-Sep-2025,29,INE0MLA01012
AGARIND,EQ,805.45,840,801.2,831.65,830,803.85,51199,42245974.20,05-Sep-2025,4823,INE204E01012
AGARWALTUF,SM,143,150,142,148.9,149.6,143.05,96000,14113860.00,05-Sep-2025,54,INE0P8X01016
AGI,EQ,862.05,874.65,851.3,858.95,860,858.9,74087,63916553.60,05-Sep-2025,7096,INE415A01038
AGIIL,EQ,1174.3,1198,1165,1177.4,1180,1165.5,99798,117526105.20,05-Sep-2025,4749,INE976R01025
AGNI,ST,36.05,36.05,34.25,34.25,34.25,36.05,52500,1804000.00,05-Sep-2025,21,INE0LF301013
AGRITECH,EQ,141.27,141.27,134.05,139.75,139.99,138.39,7183,993154.59,05-Sep-2025,495,INE449G01018
AGROPHOS,BE,42.89,42.89,40.21,42.14,42.2,41.82,28870,1200626.39,05-Sep-2025,209,INE740V01019
AGSTRA,BE,5.25,5.25,5.25,5.25,5.25,5.36,83278,437209.50,05-Sep-2025,204,INE583L01014
AHLADA,EQ,59.14,59.69,58,58.16,58.1,58.56,8966,525545.59,05-Sep-2025,314,INE00PV01013
AHLUCONT,EQ,940.1,953.4,930.8,934.15,939,946.05,21281,20037868.25,05-Sep-2025,2896,INE758C01029
AIAENG,EQ,3075,3081.7,3042.2,3052.4,3051,3071.4,22175,67816451.60,05-Sep-2025,5700,INE212H01026
AIMTRON,SM,679,744,674.95,737.25,739,676.05,139200,99742380.00,05-Sep-2025,336,INE0RUV01018
GOLDTECH,EQ,67,67.89,66.51,67.08,67.03,67.73,13459,906093.90,05-Sep-2025,506,INE805A01014
AIRAN,EQ,25.3,25.7,25.22,25.58,25.65,25.33,54005,1374641.40,05-Sep-2025,426,INE645W01026
AIROLAM,EQ,108.13,110.99,108.13,110.45,110.99,108.13,2702,298122.66,05-Sep-2025,42,INE801L01010
AIRTELPP,E1,1429.7,1450,1421.75,1436.95,1435.7,1429.7,208723,298958845.25,05-Sep-2025,2685,IN9397D01014
AJANTPHARM,EQ,2575.2,2627.5,2566.2,2614.1,2621,2600.7,102989,268776013.90,05-Sep-2025,20118,INE031B01049
AJAXENGG,EQ,689.95,692,676.55,677.4,678.4,686.35,60884,41409431.75,05-Sep-2025,4548,INE274Y01021
AJMERA,EQ,984.5,1005.2,977.35,996.4,998.5,982.35,94698,94265577.95,05-Sep-2025,6500,INE298G01027
AJOONI,EQ,5.31,5.32,5.2,5.21,5.25,5.24,200123,1053031.20,05-Sep-2025,475,INE820Y01021
AKANKSHA,ST,87,89,86.6,86.6,86.6,89,18000,1566550.00,05-Sep-2025,16,INE0PCY01014
AKASH,EQ,26.45,26.91,26.01,26.32,26.46,26.45,4770,125438.76,05-Sep-2025,58,INE737W01013
AKG,EQ,12.49,12.89,12.1,12.61,12.7,12.27,31600,399699.98,05-Sep-2025,187,INE00Y801016
AKI,BE,9.24,9.45,9.05,9.39,9.4,9.13,13478,125130.25,05-Sep-2025,94,INE642Z01026
AKIKO,ST,177,185.85,177,185.85,185.85,177,24000,4383520.00,05-Sep-2025,15,INE0PMR01017
AFIL,EQ,6.91,6.99,6.88,6.9,6.92,6.91,358585,2477916.28,05-Sep-2025,597,INE916Y01027
AKSHOPTFBR,EQ,7.89,8,7.72,7.92,7.91,7.74,178249,1401862.10,05-Sep-2025,577,INE523B01011
AKSHAR,EQ,0.55,0.56,0.49,0.53,0.54,0.55,17823464,9083297.94,05-Sep-2025,1862,INE256Z01025
AKSHARCHEM,EQ,272.9,274.85,266.25,270.45,274.85,269.05,3612,979107.00,05-Sep-2025,241,INE542B01011
AKUMS,EQ,467.45,474.45,459.1,460.2,460.9,465.65,189332,87747804.20,05-Sep-2025,8081,INE09XN01023
AKZOINDIA,EQ,3420.5,3421,3381,3382.8,3385,3417.2,9344,31664230.70,05-Sep-2025,1537,INE133A01011
ALANKIT,EQ,14,14.29,13.85,13.96,14,14.09,295010,4138440.38,05-Sep-2025,912,INE914E01040
ALBERTDAVD,EQ,799.6,805.55,789.95,800.7,796,799.6,4193,3342547.35,05-Sep-2025,364,INE155C01010
ALEMBICLTD,EQ,104.54,105.54,103.5,104.3,104.2,104.1,185839,19421939.41,05-Sep-2025,4425,INE426A01027
APLLTD,EQ,959.3,967.25,943.15,946.5,947,960.1,26976,25693448.00,05-Sep-2025,3771,INE901L01018
ALICON,EQ,832,841,825,839.65,840.4,831.8,3723,3096441.45,05-Sep-2025,464,INE062D01024
ALIVUS,EQ,931.5,933.05,920.4,923,924.9,929.1,28385,26302986.70,05-Sep-2025,4035,INE03Q201024
ALKALI,EQ,86.73,86.73,84.75,85.36,85.31,86.73,4940,422088.94,05-Sep-2025,145,INE773I01017
ALKEM,EQ,5323.5,5369,5277,5333.5,5339,5301.5,237701,1266136372.50,05-Sep-2025,26451,INE540L01014
ALKYLAMINE,EQ,2099.2,2103.9,2056,2073.6,2062,2099.2,23504,48754730.00,05-Sep-2025,5742,INE150B01039
ALLETEC,SM,302.3,302.3,285.65,289.8,290.4,302.3,92400,26734020.00,05-Sep-2025,201,INE0M2X01012
ALLTIME,EQ,294,295.85,285,287.8,287.9,292.6,753877,218257567.10,05-Sep-2025,13514,INE0GV601021
ACLGATI,EQ,62.25,62.9,61.86,62.05,62.4,62.47,98517,6135171.82,05-Sep-2025,1311,INE152B01027
ALLCARGO,EQ,31.55,31.95,31.4,31.49,31.58,31.5,1554905,49193845.72,05-Sep-2025,8358,INE418H01029
ATL,EQ,28.12,28.4,27.79,28.22,28.2,28.01,78032,2196654.58,05-Sep-2025,1131,INE0NN701020
ALLDIGI,EQ,962.1,962.6,935.2,940.15,940,961.2,6618,6253088.55,05-Sep-2025,1302,INE835G01018
ABDL,EQ,495.7,502.6,491.25,500.65,502.6,494,159359,79374132.60,05-Sep-2025,5313,INE552Z01027
ADSL,EQ,166.49,167.23,164.31,165.13,165.39,165.9,86069,14245542.02,05-Sep-2025,2186,INE102I01027
ALMONDZ,EQ,19.84,19.84,19.08,19.25,19.34,19.6,268464,5197823.66,05-Sep-2025,687,INE326B01035
ALOKINDS,EQ,18.19,18.34,17.95,18.16,18.21,18.19,6750580,122361991.97,05-Sep-2025,16271,INE270A01029
ALPA,EQ,94,96.16,94,95.07,94.56,95.99,13684,1301436.19,05-Sep-2025,442,INE385I01010
ALPEXSOLAR,SM,1219.05,1261,1213,1254.65,1258,1220.75,57000,70390450.00,05-Sep-2025,254,INE0R4701017
ALPHAGEO,EQ,251.84,254.59,250,252.33,250,250.37,6040,1527647.06,05-Sep-2025,365,INE137C01018
ALPSINDUS,BE,1.77,1.94,1.77,1.89,1.89,1.86,5820,10843.90,05-Sep-2025,20,INE093B01015
ALUWIND,ST,80,80,77.5,78.6,77.5,81,12000,947175.00,05-Sep-2025,7,INE0STM01017
ARE&M,EQ,1009.8,1032.8,1001.1,1018.3,1020,1001.6,439313,447288284.65,05-Sep-2025,26432,INE885A01032
AMBER,EQ,7719,7890,7700.5,7793.5,7798,7698,270085,2106382293.50,05-Sep-2025,37034,INE371P01015
AMBEY,SM,42.5,42.5,42.4,42.4,42.4,42.35,4000,169800.00,05-Sep-2025,2,INE0M3I01029
AMBICAAGAR,EQ,27.49,27.49,26.66,27.16,27.16,27.01,1206,32610.16,05-Sep-2025,50,INE792B01012
AMBIKCO,EQ,1466.5,1527,1461.5,1467.4,1467,1480,4519,6654313.00,05-Sep-2025,833,INE540G01014
AMBUJACEM,EQ,572,572.7,562.5,566.7,567,567.7,923506,523651235.45,05-Sep-2025,20693,INE079A01024
AMDIND,EQ,50.8,51.8,49.5,49.97,50.83,51.06,12446,625660.51,05-Sep-2025,332,INE005I01014
AMEYA,SM,105,105,101.7,105,105,105.9,3000,311700.00,05-Sep-2025,3,INE0KT901015
AMIABLE,SM,62.6,62.6,62.6,62.6,62.6,66.45,1600,100160.00,05-Sep-2025,1,INE0MTP01013
AMNPLST,EQ,218.75,233.9,217.24,228.39,226.2,218.45,20980,4775337.49,05-Sep-2025,710,INE275D01022
